company,title,location,url,description,skills,source
Color,"Software Engineer II, Core Services","Burlingame, California",https://jobs.lever.co/color/0c5657c8-98b5-4b0b-84d1-4b511d94d301,"Color Health is revolutionizing cancer care with the nation’s first Virtual Cancer Clinic, delivering high-quality, physician-led multidisciplinary care across all 50 states. Our innovative, guideline-based approach spans cancer screening, risk assessment, prevention, diagnosis, treatment support, and survivorship. In addition to personalized direct medical care, our services include cancer genetics risk assessment, nutrition, mental health support and at-home cancer screening diagnostics. Using technology-driven, patient-centric solutions, Color is transforming how employers, unions, health plans, and governments address cancer. Color’s goal is to close critical cancer care gaps, improve cancer outcomes, and guide patients with empathy through their healthcare journeys. 

Apply to join Color and do the most meaningful work of your career. If you are not sure that you’re 100% qualified but are up for the challenge - we want you to apply! 


We’re looking for an experienced Software Engineer II to help us build and scale our healthcare platform. You’ll develop innovative new features that impact people’s health and lives. As a Color engineer, you’ll build out new products, improve the usability, performance and architecture of our existing products and services. This is a mid-level position, suitable for those with experience building complex software as part of a high-performing team.  No background or expertise in healthcare is required.

The Core Services team is responsible for creating shared platform components for identity, access, and billing across Color services and programs. Our work includes building authentication and account management experiences, managing eligibility data for users across programs, powering our insurance billing and invoicing systems, and maintaining core components like messaging services. These foundational systems enable teams across Color to deliver high-quality, scalable healthcare products.
",,lever
Color,"Software Engineer II, Onboarding Experience","Burlingame, California",https://jobs.lever.co/color/9382e582-be06-4568-9c19-9e58754f9cb4,"Color Health is revolutionizing cancer care with the nation’s first Virtual Cancer Clinic, delivering high-quality, physician-led multidisciplinary care across all 50 states. Our innovative, guideline-based approach spans cancer screening, risk assessment, prevention, diagnosis, treatment support, and survivorship. In addition to personalized direct medical care, our services include cancer genetics risk assessment, nutrition, mental health support and at-home cancer screening diagnostics. Using technology-driven, patient-centric solutions, Color is transforming how employers, unions, health plans, and governments address cancer. Color’s goal is to close critical cancer care gaps, improve cancer outcomes, and guide patients with empathy through their healthcare journeys. 

Apply to join Color and do the most meaningful work of your career. If you are not sure that you’re 100% qualified but are up for the challenge - we want you to apply! 


We’re looking for an experienced full stack Software Engineer II to help us build and scale our healthcare platform. You’ll develop innovative new features that impact people’s health and lives. As a Color engineer, you’ll build out new products, improve the usability, performance and architecture of our existing products and services. This is a mid-level position, suitable for those with experience building complex software as part of a high-performing team.  No background or expertise in healthcare is required.

The Onboarding Experience (OX) team builds patient-facing systems that connect patients to Color’s Virtual Cancer Clinic and guide them through personalized Cancer Risk Assessments (CRA). We translate patient responses into cancer risk evaluations that power downstream experiences like dashboards, messaging, care team scheduling, and kit fulfillment. As a metrics-driven team, we ground product development in data—testing hypotheses, monitoring funnel performance, and refining experiences to maximize impact. In this role, you will deliver patient-centered solutions that increase cancer screening adherence and improve health outcomes at scale.

",,lever
Color,"Staff Software Engineer, DevOps/SRE","Burlingame, California",https://jobs.lever.co/color/7018e7a0-1812-4af7-a8cc-3a2d375dd00d,"Color Health is revolutionizing cancer care with the nation’s first Virtual Cancer Clinic, delivering high-quality, physician-led multidisciplinary care across all 50 states. Our innovative, guideline-based approach spans cancer screening, risk assessment, prevention, diagnosis, treatment support, and survivorship. In addition to personalized direct medical care, our services include cancer genetics risk assessment, nutrition, mental health support and at-home cancer screening diagnostics. Using technology-driven, patient-centric solutions, Color is transforming how employers, unions, health plans, and governments address cancer. Color’s goal is to close critical cancer care gaps, improve cancer outcomes, and guide patients with empathy through their healthcare journeys. 

Apply to join Color and do the most meaningful work of your career. If you are not sure that you’re 100% qualified but are up for the challenge - we want you to apply! 


We’re looking for a Staff Software Engineer to lead the evolution of our platform and developer experience. You’ll own and advance our AWS & Kubernetes-based infrastructure, enable world-class CI/CD, and partner with software, security, and bioinformatics teams to ensure we scale with confidence and speed. This is a unique opportunity to build infrastructure that supports real clinical care in a collaborative engineering culture that is revolutionizing cancer care.

","aws, kubernetes, ci/cd",lever
Color,Talent Pool,"Remote, USA",https://jobs.lever.co/color/8d9c106b-4dc9-4af3-a64b-b0633c034781,"Color Health is revolutionizing cancer care with the nation’s first Virtual Cancer Clinic, delivering high-quality, physician-led multidisciplinary care across all 50 states. Our innovative, guideline-based approach spans cancer screening, risk assessment, prevention, diagnosis, treatment support, and survivorship. In addition to personalized direct medical care, our services include cancer genetics risk assessment, nutrition, mental health support and at-home cancer screening diagnostics. Using technology-driven, patient-centric solutions, Color is transforming how employers, unions, health plans, and governments address cancer. Color’s goal is to close critical cancer care gaps, improve cancer outcomes, and guide patients with empathy through their healthcare journeys. 

Apply to join Color and do the most meaningful work of your career. If you are not sure that you’re 100% qualified but are up for the challenge - we want you to apply! 


Since our founding in 2013 we've been invested in making genetic cancer screening affordable and accessible to populations at scale. We launched our first product to market in 2015, partnered with the NIH in 2018, ramped up test-to-treat Covid-19 programs in 2020, and then in 2023 we partnered with the American Cancer Society to launch one of the first dedicated, end-to-end cancer prevention and screening programs. This year, Color expanded the offering into a full-service program we call the Virtual Cancer Clinic that combines early detection and comprehensive cancer management before, during, and after a diagnosis. 

Didn't see your dream job listed on our careers page? If you're passionate about our mission and care deeply about moving the needle on cancer prevention, detection, and treatment - please join our talent community by submitting a general application through the link below. We'll keep your information on hand and may reach out if a role opens up in your area of expertise or interest.

",,lever
Color,"Senior Customer Success Manager, Health Plans","Remote, USA",https://jobs.lever.co/color/5af79e07-d985-47dd-bd9c-7bc0639f4546,"Color Health is revolutionizing cancer care with the nation’s first Virtual Cancer Clinic, delivering high-quality, physician-led multidisciplinary care across all 50 states. Our innovative, guideline-based approach spans cancer screening, risk assessment, prevention, diagnosis, treatment support, and survivorship. In addition to personalized direct medical care, our services include cancer genetics risk assessment, nutrition, mental health support and at-home cancer screening diagnostics. Using technology-driven, patient-centric solutions, Color is transforming how employers, unions, health plans, and governments address cancer. Color’s goal is to close critical cancer care gaps, improve cancer outcomes, and guide patients with empathy through their healthcare journeys. 

Apply to join Color and do the most meaningful work of your career. If you are not sure that you’re 100% qualified but are up for the challenge - we want you to apply! 


As a Senior Customer Success Manager, Health Plans, you'll be your client's most important contact at Color - serving as their trusted advisor and strategic partner, supporting the evolution and successful execution of their cancer benefit strategy while guiding them through implementation, engagement, and expansion. Your efforts will directly impact both the health outcomes of the populations we serve, the population outcomes for our customers, and the success of Color. This particular role will be a foundational team member of our Health Plan customer success vertical, responsible for serving our Health Plan clients and their business lines (ASO, fully insured, etc.), building and refining our service processes for the complexities of health plan needs, and developing strong multi-threaded relationships. Your book of business will start as a mix of our employer and health plan partners, and grow to be solely focused on Health Plans and their business lines over time. Our ideal candidate has experience in serving employers and health plans in a health benefits space, is exceptional at building and managing multi-threaded relationships with benefit leaders and senior benefits executives, and thrives in a fast paced, start-up environment. 
This is a full-time, high-impact individual contributor role with growth opportunities to team management and vertical management.


How You'll Contribute:
",,lever
Color,"Staff Software Engineer, AI Product","Burlingame, California",https://jobs.lever.co/color/12c085b0-4ab2-4ea6-ba7f-596eb8b4171a,"Color Health is revolutionizing cancer care with the nation’s first Virtual Cancer Clinic, delivering high-quality, physician-led multidisciplinary care across all 50 states. Our innovative, guideline-based approach spans cancer screening, risk assessment, prevention, diagnosis, treatment support, and survivorship. In addition to personalized direct medical care, our services include cancer genetics risk assessment, nutrition, mental health support and at-home cancer screening diagnostics. Using technology-driven, patient-centric solutions, Color is transforming how employers, unions, health plans, and governments address cancer. Color’s goal is to close critical cancer care gaps, improve cancer outcomes, and guide patients with empathy through their healthcare journeys. 

Apply to join Color and do the most meaningful work of your career. If you are not sure that you’re 100% qualified but are up for the challenge - we want you to apply! 


We’re hiring a full-stack Staff AI Product Engineer to build new AI-enabled products that improve the way patients and clinicians interact with healthcare. You’ll join Color’s Cancer Copilot team, a highly collaborative, cross-functional group of engineers, designers, product managers, and clinicians exploring how the latest advances in AI can drive meaningful impact in cancer care. 

Cancer presents unique challenges across the healthcare system—fragmented handoffs between providers, complex diagnostic pathways, and emotionally charged decisions for patients and families. It's a moment of high uncertainty and vulnerability for those affected. The Cancer Copilot team is working to improve the efficiency of care delivery, enhancing patient understanding and empowerment, and ultimately helping to improve clinical outcomes. We're building innovative tools that combine the best of human expertise and machine intelligence to support patients and providers through some of the most complex and important decisions in healthcare.

This is an end-to-end role: you’ll be responsible for architecting and shipping AI features from idea through to production, including AI infrastructure and platform build, collaborating across disciplines and across the stack to build impactful, intelligent systems.

",,lever
Attentive,Head of Applied Machine Learning,"San Francisco, CA",https://jobs.lever.co/attentive/1a3bd633-4c1e-49ff-aa99-cba3ab51de5e,"Attentive® is the AI-powered mobile marketing platform transforming the way brands personalize consumer engagement. Attentive enables marketers to craft tailored journeys for every subscriber, driving higher recurring revenue and maximizing campaign performance. Activating real-time data from multiple channels and advanced AI, the platform personalizes content, tone, and timing to deliver 1:1 messages that truly resonate.

With a top-rated customer success team recognized on G2, Attentive partners with marketers to provide strategic guidance and optimize SMS and email campaigns. Trusted by leading global brands like Neiman Marcus, Samsung, Wayfair, and Dyson, Attentive ensures enterprise-grade compliance and deliverability, supporting trillions of interactions across more than 70 industries. To learn more or request a demo, visit www.attentive.com or follow us on LinkedIn, X (formerly Twitter), or Instagram.

Attentive’s growth has been recognized by Deloitte’s Fast 500, Linkedin’s Top Startups and Forbes Cloud 100 all thanks to the hard work from our global employees!


About the Role
Attentive’s Data Science & Machine Learning organization unites data scientists, applied scientists, and applied ML engineers who design, build, and operate the models behind our AI‑powered marketing platform. We own the company’s data‑driven decision‑making and conversational‑AI efforts end‑to‑end, turning real‑time data into production ML systems that reach hundreds of millions of consumers every day. Partnering closely with Product, Engineering, and Go‑to‑Market, we transform data into revenue‑driving capabilities while fostering a high‑performance, high‑impact culture. Joining this group offers a rare, high‑growth opportunity to lead and learn from some of the world’s most talented ML and data professionals.

This role requires someone able to operate strategically within the organization to elevate machine learning from technical execution to applied product and market impact. With a dedicated Machine Learning Platform organization now supplying robust infrastructure and MLOps, your mandate is squarely on the applied and product side: discovering the highest‑value opportunities in our data, crafting the applied‑ML strategy that turns those insights into shipped features, and shaping the teams, processes, and models that scale them—from zero‑to‑one prototypes and pragmatic heuristics to enterprise‑grade systems. Operating at the intersection of data, product, and go‑to‑market, you will guide multiple squads of ML engineers and scientists, serve as the executive point of contact for all product‑facing ML work, set vision, influence company‑wide roadmaps, and serve as a magnet for world-class talent who want to do the best work of their careers.
",machine learning,lever
Attentive,"Program Coordinator, East",United States,https://jobs.lever.co/attentive/e5100cc0-13ef-4d08-8284-ae6171689d94,"Attentive® is the AI-powered mobile marketing platform transforming the way brands personalize consumer engagement. Attentive enables marketers to craft tailored journeys for every subscriber, driving higher recurring revenue and maximizing campaign performance. Activating real-time data from multiple channels and advanced AI, the platform personalizes content, tone, and timing to deliver 1:1 messages that truly resonate.

With a top-rated customer success team recognized on G2, Attentive partners with marketers to provide strategic guidance and optimize SMS and email campaigns. Trusted by leading global brands like Neiman Marcus, Samsung, Wayfair, and Dyson, Attentive ensures enterprise-grade compliance and deliverability, supporting trillions of interactions across more than 70 industries. To learn more or request a demo, visit www.attentive.com or follow us on LinkedIn, X (formerly Twitter), or Instagram.

Attentive’s growth has been recognized by Deloitte’s Fast 500, Linkedin’s Top Startups and Forbes Cloud 100 all thanks to the hard work from our global employees!


About the Role
The Professional Services team is integral to Attentive's Customer Success strategy, allowing us to deepen our relationships with our customers and ensuring they are able to achieve extraordinary success on the Attentive platform. We deliver expert consultation and real-time execution throughout our customers' Attentive journey. 

As a Program Coordinator, you will work with some of our largest brands to execute optimized retention marketing strategies. By collaborating with our CSM team, you will develop our customer's most ambitious marketing ideas, ensuring they are able to drive growth and conversions with Attentive. Your deep platform knowledge brings value to our customers by ensuring they can get more done. You'll become an Attentive expert, bridging the gap between our product and customers. 

Your core responsibility will be to execute customer projects, ensuring successful partnerships. You will work in conjunction with members of the CSM, Support, and Professional Services teams to maintain alignment on our customers' marketing goals.

",,lever
Attentive,Sales Development Representative,United States,https://jobs.lever.co/attentive/30623c7b-06da-45ab-94e9-b81f172096d9,"Attentive® is the AI-powered mobile marketing platform transforming the way brands personalize consumer engagement. Attentive enables marketers to craft tailored journeys for every subscriber, driving higher recurring revenue and maximizing campaign performance. Activating real-time data from multiple channels and advanced AI, the platform personalizes content, tone, and timing to deliver 1:1 messages that truly resonate.

With a top-rated customer success team recognized on G2, Attentive partners with marketers to provide strategic guidance and optimize SMS and email campaigns. Trusted by leading global brands like Neiman Marcus, Samsung, Wayfair, and Dyson, Attentive ensures enterprise-grade compliance and deliverability, supporting trillions of interactions across more than 70 industries. To learn more or request a demo, visit www.attentive.com or follow us on LinkedIn, X (formerly Twitter), or Instagram.

Attentive’s growth has been recognized by Deloitte’s Fast 500, Linkedin’s Top Startups and Forbes Cloud 100 all thanks to the hard work from our global employees!


About the Role
We are looking for a Sales Development Representative to book meetings with brands we want to do business with. As the first line of communication with prospects, SDRs have a strong understanding of our sales process, excel at researching leads, facilitating new relationships, and setting our Account Executives up for success. You will coordinate cross-functionally with sales and marketing to bridge the gap between product and revenue.

This is a remote-friendly role with offices in New York and San Francisco. Candidates who live outside of the SF or NY areas can have the option to work out of any coworking space of their choice.
",excel,lever
Attentive,"Principal Product Manager, Data Ingestion",United States,https://jobs.lever.co/attentive/7f0ab80f-b12b-48b9-8210-a6c74d2c5848,"Attentive® is the AI-powered mobile marketing platform transforming the way brands personalize consumer engagement. Attentive enables marketers to craft tailored journeys for every subscriber, driving higher recurring revenue and maximizing campaign performance. Activating real-time data from multiple channels and advanced AI, the platform personalizes content, tone, and timing to deliver 1:1 messages that truly resonate.

With a top-rated customer success team recognized on G2, Attentive partners with marketers to provide strategic guidance and optimize SMS and email campaigns. Trusted by leading global brands like Neiman Marcus, Samsung, Wayfair, and Dyson, Attentive ensures enterprise-grade compliance and deliverability, supporting trillions of interactions across more than 70 industries. To learn more or request a demo, visit www.attentive.com or follow us on LinkedIn, X (formerly Twitter), or Instagram.

Attentive’s growth has been recognized by Deloitte’s Fast 500, Linkedin’s Top Startups and Forbes Cloud 100 all thanks to the hard work from our global employees!


About the Role
We are seeking a Principal Product Manager (PPM) to lead the strategic direction of our Data Ingestion group at Attentive. In this role, you’ll own the vision and roadmap for how data enters the Attentive ecosystem — ensuring it is accessible, reliable, and actionable for downstream use in machine learning, personalization, segmentation, and reporting. As an AI first martech company, our data layer is the foundation of our product offering and the key lever to provide differentiated performance for our clients.

As a Principal PM, you will operate at a high level of scope and impact — setting strategy, aligning teams across the company, and driving scalable platform investments. You’ll work closely with Engineering, Partnerships, Sales, CS, Data Science, and external partners to define the future of Attentive’s data ingestion infrastructure.

Attentive’s data ecosystem depends on scalable and trusted data ingestion pipelines. As the Principal Product Manager for Data Ingestion, you will lead a cross-functional effort to standardize, optimize, and scale how we capture, ingest, and validate critical data from a variety of external and internal sources.
",machine learning,lever
Attentive,Revenue Enablement Program Manager - Customer Journey,United States,https://jobs.lever.co/attentive/ea3d6fa2-ed73-4831-b2a5-6bb5100c611f,"Attentive® is the AI-powered mobile marketing platform transforming the way brands personalize consumer engagement. Attentive enables marketers to craft tailored journeys for every subscriber, driving higher recurring revenue and maximizing campaign performance. Activating real-time data from multiple channels and advanced AI, the platform personalizes content, tone, and timing to deliver 1:1 messages that truly resonate.

With a top-rated customer success team recognized on G2, Attentive partners with marketers to provide strategic guidance and optimize SMS and email campaigns. Trusted by leading global brands like Neiman Marcus, Samsung, Wayfair, and Dyson, Attentive ensures enterprise-grade compliance and deliverability, supporting trillions of interactions across more than 70 industries. To learn more or request a demo, visit www.attentive.com or follow us on LinkedIn, X (formerly Twitter), or Instagram.

Attentive’s growth has been recognized by Deloitte’s Fast 500, Linkedin’s Top Startups and Forbes Cloud 100 all thanks to the hard work from our global employees!


About the Role
We are looking for an experienced Enablement Program Manager to join our Revenue Enablement team. In this role, you will design, deliver, measure, and optimize enablement programming specifically tied to the post-sale customer journey — empowering our Customer Success and team to drive meaningful outcomes at every milestone. You will partner cross-functionally with Product Marketing, Customer Marketing, Revenue Analytics, Revenue Leadership, and other stakeholders to ensure all touchpoints are supported with compelling content, practical frameworks, and training that helps the field deliver with confidence.

This role also plays a critical part in preparing the organization for major retail holidays and events, including Black Friday Cyber Monday, designing both internal enablement and collaborating on customer-facing content that drives adoption and revenue. Additionally, you will create thought leadership resources and programming on emerging trends, updates, and industry shifts — such as iOS changes, tariffs, or regulatory developments — that impact our customers and should be addressed in their milestone conversations.
",,lever
Attentive,"Lead Product Manager, Reporting",United States,https://jobs.lever.co/attentive/0fc465f7-fe13-4950-b9a4-4a6ba15fb2c2,"Attentive® is the AI-powered mobile marketing platform transforming the way brands personalize consumer engagement. Attentive enables marketers to craft tailored journeys for every subscriber, driving higher recurring revenue and maximizing campaign performance. Activating real-time data from multiple channels and advanced AI, the platform personalizes content, tone, and timing to deliver 1:1 messages that truly resonate.

With a top-rated customer success team recognized on G2, Attentive partners with marketers to provide strategic guidance and optimize SMS and email campaigns. Trusted by leading global brands like Neiman Marcus, Samsung, Wayfair, and Dyson, Attentive ensures enterprise-grade compliance and deliverability, supporting trillions of interactions across more than 70 industries. To learn more or request a demo, visit www.attentive.com or follow us on LinkedIn, X (formerly Twitter), or Instagram.

Attentive’s growth has been recognized by Deloitte’s Fast 500, Linkedin’s Top Startups and Forbes Cloud 100 all thanks to the hard work from our global employees!


About the Role
Reporting is at the core of how our customers understand their performance and make strategic decisions. In your role, you will be responsible for ensuring our reporting platform is accurate, consistent, trusted and valued by customers across all channels. You will work with our clients, our executive team, and our engineering/design teams to build Attentive’s strategy for showing indisputable value and positioning Attentive as a trustworthy marketing partner for our clients.

You’ll take ownership of the full reporting experience — as the Attentive product offering expands you will ensure our reporting remains clear within our Reporting Suite as well as within the third party attribution/reporting tools our clients use.

We’re looking for a strategic and data-savvy Lead Product Manager to oversee Attentive’s Reporting suite. This role sits at the intersection of analytics, owning client trust, and innovating on how martech performance is calculated & communicated. You’ll play a key role in evolving how Attentive delivers proof of value—and how our clients understand and leverage that value to grow their business.

This is a unique opportunity to shape how we communicate the value of our platform through robust attribution modeling and actionable insights, driving deeper client trust and platform adoption.
",,lever
Attentive,Compensation Manager,United States,https://jobs.lever.co/attentive/516d3cef-91f5-4f57-b040-3bda990b6d47,"Attentive® is the AI-powered mobile marketing platform transforming the way brands personalize consumer engagement. Attentive enables marketers to craft tailored journeys for every subscriber, driving higher recurring revenue and maximizing campaign performance. Activating real-time data from multiple channels and advanced AI, the platform personalizes content, tone, and timing to deliver 1:1 messages that truly resonate.

With a top-rated customer success team recognized on G2, Attentive partners with marketers to provide strategic guidance and optimize SMS and email campaigns. Trusted by leading global brands like Neiman Marcus, Samsung, Wayfair, and Dyson, Attentive ensures enterprise-grade compliance and deliverability, supporting trillions of interactions across more than 70 industries. To learn more or request a demo, visit www.attentive.com or follow us on LinkedIn, X (formerly Twitter), or Instagram.

Attentive’s growth has been recognized by Deloitte’s Fast 500, Linkedin’s Top Startups and Forbes Cloud 100 all thanks to the hard work from our global employees!


About the Role
The Compensation Manager is responsible for developing, implementing, and administering the organization's compensation programs. Their primary role is to ensure that the organization's compensation policies and practices align with its business objectives and comply with all relevant regulations. They will additionally manage external market survey vendors, execute survey submissions, retrieve results, and consolidate and analyze data returns for use in pay structure and merit salary increase analytics and related recommendations.  The position will lead the compensation review process. Additional responsibilities include activity related to other compensation-based elements, such as job evaluations; job codes; ad hoc market research/analysis related to business requirements, etc.
",,lever
Attentive,Executive Assistant to CFO,United States,https://jobs.lever.co/attentive/43d2f79f-f22d-47f7-992c-f3c7db329cae,"Attentive® is the AI-powered mobile marketing platform transforming the way brands personalize consumer engagement. Attentive enables marketers to craft tailored journeys for every subscriber, driving higher recurring revenue and maximizing campaign performance. Activating real-time data from multiple channels and advanced AI, the platform personalizes content, tone, and timing to deliver 1:1 messages that truly resonate.

With a top-rated customer success team recognized on G2, Attentive partners with marketers to provide strategic guidance and optimize SMS and email campaigns. Trusted by leading global brands like Neiman Marcus, Samsung, Wayfair, and Dyson, Attentive ensures enterprise-grade compliance and deliverability, supporting trillions of interactions across more than 70 industries. To learn more or request a demo, visit www.attentive.com or follow us on LinkedIn, X (formerly Twitter), or Instagram.

Attentive’s growth has been recognized by Deloitte’s Fast 500, Linkedin’s Top Startups and Forbes Cloud 100 all thanks to the hard work from our global employees!


About the Role
Attentive is looking for an exceptional Executive Assistant to partner with our CFO. This is more than a calendar and travel role. We’re looking for a trusted operator who thrives in a fast-paced environment, knows how to anticipate needs, and can seamlessly toggle between strategic support and detailed execution.

The CFO at Attentive is leading strategic finance initiatives, supporting a global team, and helping to steer the company through its next phase of growth. This role is a rare opportunity to sit at the intersection of product, GTM, and investor conversations at a category-defining company while ensuring the CFO and the finance team can operate at full altitude.

As the right hand to the CFO, you’ll gain exposure to executive decision-making at a company redefining personalized marketing. If you're energized by building structure, love keeping high-level leaders organized and efficient, and want to make an impact at scale, we want to hear from you.

",,lever
Attentive,"Customer Success Manager, Food & Beverage+",United States,https://jobs.lever.co/attentive/d268cd9d-0cb0-4506-b695-25586b948d9b,"Attentive® is the AI-powered mobile marketing platform transforming the way brands personalize consumer engagement. Attentive enables marketers to craft tailored journeys for every subscriber, driving higher recurring revenue and maximizing campaign performance. Activating real-time data from multiple channels and advanced AI, the platform personalizes content, tone, and timing to deliver 1:1 messages that truly resonate.

With a top-rated customer success team recognized on G2, Attentive partners with marketers to provide strategic guidance and optimize SMS and email campaigns. Trusted by leading global brands like Neiman Marcus, Samsung, Wayfair, and Dyson, Attentive ensures enterprise-grade compliance and deliverability, supporting trillions of interactions across more than 70 industries. To learn more or request a demo, visit www.attentive.com or follow us on LinkedIn, X (formerly Twitter), or Instagram.

Attentive’s growth has been recognized by Deloitte’s Fast 500, Linkedin’s Top Startups and Forbes Cloud 100 all thanks to the hard work from our global employees!


About the Role
We’re looking for a motivated Customer Success professional to join our team as a Customer Success Manager for the Food & Beverage+ verticals. In this role, you’ll be responsible for driving customer outcomes across the entire lifecycle, from onboarding and management to expansion, retention, and renewals. 

You’ll serve as a trusted consultant to our Food & Beverage+ customers, building strong relationships and ensuring their success while owning key metrics such as NDR and TCV. You’ll also lead commercial renewal conversations and act as the primary point of ownership for your accounts. 

Collaboration is key, you’ll partner closely with Sales, Partnerships, Marketing, and our EPD teams to align strategy, bridge product and customer needs, and maximize business impact. 

This is a unique opportunity to contribute to a growing, specialized team within Customer Success and make a measurable impact on both our customers and our business.
",,lever
Attentive,"RVP, Strategic Sales",United States,https://jobs.lever.co/attentive/39a1eb33-cb2f-4178-b6e1-9e2e6fd7d7f7,"Attentive® is the AI-powered mobile marketing platform transforming the way brands personalize consumer engagement. Attentive enables marketers to craft tailored journeys for every subscriber, driving higher recurring revenue and maximizing campaign performance. Activating real-time data from multiple channels and advanced AI, the platform personalizes content, tone, and timing to deliver 1:1 messages that truly resonate.

With a top-rated customer success team recognized on G2, Attentive partners with marketers to provide strategic guidance and optimize SMS and email campaigns. Trusted by leading global brands like Neiman Marcus, Samsung, Wayfair, and Dyson, Attentive ensures enterprise-grade compliance and deliverability, supporting trillions of interactions across more than 70 industries. To learn more or request a demo, visit www.attentive.com or follow us on LinkedIn, X (formerly Twitter), or Instagram.

Attentive’s growth has been recognized by Deloitte’s Fast 500, Linkedin’s Top Startups and Forbes Cloud 100 all thanks to the hard work from our global employees!


About the Role
We are looking for a collaborative and driven leader to lead our Strategic sales team, creating a culture of accountability and excellence. By developing and executing effective sales strategies, and collaborating closely with other departments, this RVP, Sales will be a key contributor to Attentive continued growth and success.
",,lever
Attentive,Senior Account-Based Marketing Campaigns Specialist,United States,https://jobs.lever.co/attentive/5f7c295c-3479-4f8d-aa33-fa2ddb553574,"Attentive® is the AI-powered mobile marketing platform transforming the way brands personalize consumer engagement. Attentive enables marketers to craft tailored journeys for every subscriber, driving higher recurring revenue and maximizing campaign performance. Activating real-time data from multiple channels and advanced AI, the platform personalizes content, tone, and timing to deliver 1:1 messages that truly resonate.

With a top-rated customer success team recognized on G2, Attentive partners with marketers to provide strategic guidance and optimize SMS and email campaigns. Trusted by leading global brands like Neiman Marcus, Samsung, Wayfair, and Dyson, Attentive ensures enterprise-grade compliance and deliverability, supporting trillions of interactions across more than 70 industries. To learn more or request a demo, visit www.attentive.com or follow us on LinkedIn, X (formerly Twitter), or Instagram.

Attentive’s growth has been recognized by Deloitte’s Fast 500, Linkedin’s Top Startups and Forbes Cloud 100 all thanks to the hard work from our global employees!


About the Role
We are looking for a strategic and collaborative ABM marketer to support the execution of engaging high-value prospects and accelerating revenue through account-based marketing strategies. In this role, you’ll work cross-functionally with sales, performance marketing, product marketing, events, and more to create highly targeted campaigns tailored to strategic accounts. Your mission: bring in high priority new logos, expand existing relationships, and help move key prospects through the funnel faster with personalized, insight-driven programs.

This is an exciting opportunity to shape how we show up to our most important accounts and make a direct impact on pipeline and revenue.
",,lever
Attentive,"Director, Agency Growth Partnerships",United States,https://jobs.lever.co/attentive/2a6e1948-6fbd-4f89-8bb5-12058a67eb02,"Attentive® is the AI-powered mobile marketing platform transforming the way brands personalize consumer engagement. Attentive enables marketers to craft tailored journeys for every subscriber, driving higher recurring revenue and maximizing campaign performance. Activating real-time data from multiple channels and advanced AI, the platform personalizes content, tone, and timing to deliver 1:1 messages that truly resonate.

With a top-rated customer success team recognized on G2, Attentive partners with marketers to provide strategic guidance and optimize SMS and email campaigns. Trusted by leading global brands like Neiman Marcus, Samsung, Wayfair, and Dyson, Attentive ensures enterprise-grade compliance and deliverability, supporting trillions of interactions across more than 70 industries. To learn more or request a demo, visit www.attentive.com or follow us on LinkedIn, X (formerly Twitter), or Instagram.

Attentive’s growth has been recognized by Deloitte’s Fast 500, Linkedin’s Top Startups and Forbes Cloud 100 all thanks to the hard work from our global employees!


About the Role
Attentive is seeking an experienced and strategic leader to join our team as Director of Agency Growth Partnerships. In this role, you will own the strategy and execution for scaling our agency ecosystem—a critical driver of Attentive’s go-to-market success. You’ll be responsible for deepening engagement with our existing agency partners, building new high-value relationships, and ensuring agencies are set up to deliver measurable growth for our shared customers.

As the leader of our Agency Partnerships function, you’ll oversee and mentor a team of Partner Managers and Agency Success leaders, shaping the playbook that drives predictable revenue growth through agencies. You’ll also collaborate closely with senior leaders across Sales, Marketing, and Product to ensure Attentive’s platform and partner program deliver maximum value to our ecosystem.
",,lever
Attentive,"Lead Product Manager, Data Monetization",United States,https://jobs.lever.co/attentive/27eae16a-1662-4071-917c-2ca7e9d8c813,"Attentive® is the AI-powered mobile marketing platform transforming the way brands personalize consumer engagement. Attentive enables marketers to craft tailored journeys for every subscriber, driving higher recurring revenue and maximizing campaign performance. Activating real-time data from multiple channels and advanced AI, the platform personalizes content, tone, and timing to deliver 1:1 messages that truly resonate.

With a top-rated customer success team recognized on G2, Attentive partners with marketers to provide strategic guidance and optimize SMS and email campaigns. Trusted by leading global brands like Neiman Marcus, Samsung, Wayfair, and Dyson, Attentive ensures enterprise-grade compliance and deliverability, supporting trillions of interactions across more than 70 industries. To learn more or request a demo, visit www.attentive.com or follow us on LinkedIn, X (formerly Twitter), or Instagram.

Attentive’s growth has been recognized by Deloitte’s Fast 500, Linkedin’s Top Startups and Forbes Cloud 100 all thanks to the hard work from our global employees!


About the Role
We’re seeking a Lead Product Manager to drive our data monetization strategy, leveraging Attentive’s identity graph and first-party data to improve return on ad spend across platforms. You’ll own initiatives that unlock new value for our customers by powering more efficient, privacy-safe, and AI-enhanced advertising through data products and integrations.
",,lever
