title,company,city,country,location,skills,type,salary,salary_min,salary_max,published,ai
Ingénieur/e en Intelligence Artificielle - Edition de logiciels - Limonest,Sopra Steria,Limonest,France,"Limonest, France","Machine Learning,Frontend,Backend,Python,Cloud,Pandas,Scikit-learn,Agile,QA,AWS,Docker,UI,Data Science,IOS,Product Management,SAAS,Transformation,UX",Temporary,,0,0,2025-02-18T22:14:13.162Z,True
Ingénieur/e en Intelligence Artificielle - Edition de logiciels - Annecy,Sopra Steria,Annecy,France,"Annecy, France","Machine Learning,Frontend,Backend,Python,Cloud,Pandas,Scikit-learn,Agile,QA,AWS,Docker,UI,Data Science,IOS,Product Management,SAAS,Transformation,UX",Temporary,,0,0,2025-02-18T22:14:09.938Z,True
Tech Lead Data,Inetum,,France,", France","Testing,Python,Hadoop,Cloud,Java,AWS,GCP,Azure,SCALA,Data Science,Big Data,DataBricks,Hive,HDFS,Architecture,Transformation,SnowFlake,SalesForce",Temporary,,0,0,2025-02-18T22:12:09.657Z,True
[Job - 20294] Senior Java Developer (Data),CI&T,,Brazil,", Brazil","Backend,Python,SQL,Pandas,API,Rest,S3,Data Science,DataBricks,NumPy,Data Factory,Google Analytics,Transformation,Reliability,NOSQL,Spring Boot",Remote,,0,0,2025-02-18T05:03:28.395Z,True
Senior Python - GO Engineer - AI/ML,3Pillar,,Romania,", Romania","Machine Learning,Python,NLP,LLMs,Tensorflow,PyTorch,Cloud,Pandas,GO,Langchain,Scikit-learn,API,AWS,Kubernetes,Docker,GCP,Azure,Django,S3,ML Research,Data Science,Data Engineer,Deep Learning,Data Analysis,OpenAI,Information Retrieval,Computer Science,Google Analytics,Product Management,Transformation,Mathematics",Full Time,,0,0,2025-02-18T04:59:37.468Z,True
Data Analyst,NielsenIQ,Petaling Jaya,Malaysia,"Petaling Jaya, Malaysia","Machine Learning,Python,Git,Data Science,Big Data,Research,IOS,Automation,Statistics,Mathematics,Power BI,MS Office",Full Time,,0,0,2025-02-17T22:22:40.963Z,True
Data Analyst Engineer ,Western Digital,,Thailand,", Thailand","Python,SQL,Cloud,Data Science,Data Analysis,Data Collection,Transformation,Storage,Operations Research,Project Management,Statistics,Power BI",Full Time,,0,0,2025-02-17T22:22:37.779Z,True
Data and Analytics Consulting Manager ,Visa,Sydney,Australia,"Sydney, Australia","Python,SQL,Agile,Tableau,Objective-C,Data Science,Data Analysis,Big Data,Hive,IOS,Computer Science,Security,Power BI",Full Time,,0,0,2025-02-17T22:22:15.092Z,True
Senior Manager - Data Analytics,Freshservice,Bangalore,India,"Bangalore, India","Testing,Python,SQL,Tableau,Data Science,Data Engineer,Data Collection,IOS,Google Analytics,Automation,SAAS,Project Management,Statistics,SalesForce,Power BI,Looker",Full Time,,0,0,2025-02-17T22:21:54.999Z,True
Senior Data Analyst ,NielsenIQ,Petaling Jaya,Malaysia,"Petaling Jaya, Malaysia","Machine Learning,Python,Git,Data Science,Big Data,Research,IOS,Automation,Statistics,Mathematics,Power BI,MS Office",Full Time,,0,0,2025-02-17T22:21:38.246Z,True
Staff Data Scientist - Employee Workflows,ServiceNow,Hyderabad,India,"Hyderabad, India","Machine Learning,Python,SQL,NLP,LLMs,Tensorflow,PyTorch,Generative AI,Cloud,Pandas,Prompt Engineering,Scikit-learn,Scripting,AWS,Git,Data Science,Data Engineer,Deep Learning,NumPy,Anomaly Detection,Scipy,Gensim,Automation,SME,Quantitative,Statistics",Full Time,,0,0,2025-02-17T22:19:49.358Z,True
Data Scientist,Smith's Group,Bangalore,India,"Bangalore, India","Machine Learning,Testing,Python,PyTorch,Cloud,Keras,Java,Scikit-learn,Data Science,Deep Learning,Research,Architecture,Security,Infrastructure,Product Development,Open Source,Statistics,Mathematics",Full Time,,0,0,2025-02-17T22:18:09.119Z,True
Associate Director Data Science ,NielsenIQ,Mumbai,India,"Mumbai, India","Machine Learning,Python,SQL,Time Series,Git,Tableau,SCALA,Data Science,Deep Learning,Research,Automation,Deployment,Product Development,Statistics,Mathematics,Power BI",Full Time,,0,0,2025-02-17T22:17:38.606Z,True
Data Scientist Senior - H/F - CDI,Talan,Paris,France,"Paris, France","Machine Learning,Python,NLP,R,Data Science,Data Engineer,Deep Learning,Big Data,Computer Vision,PySpark,NLU,Transformation",Full Time,,0,0,2025-02-17T22:17:32.572Z,True
Lead Data Scientist - CDI - H/F ,Talan,Paris,France,"Paris, France","Machine Learning,Python,NLP,Agile,R,Data Science,Data Engineer,Deep Learning,Big Data,Computer Vision,PySpark,NLU,Transformation",Full Time,,0,0,2025-02-17T22:17:17.499Z,True
Senior Data Engineer MLOps - H/F - CDI,Talan,Paris,France,"Paris, France","Machine Learning,Python,ML Ops,Agile,CICD,Docker,Azure,R,Data Science,Data Engineer,Deep Learning,Big Data,DataBricks,PySpark,Transformation,Jenkins",Full Time,,0,0,2025-02-17T22:17:14.481Z,True
Data Scientist Confirmé - H/F - CDI,Talan,Paris,France,"Paris, France","Machine Learning,Python,SageMaker,AWS,Docker,Azure,Git,Data Science,Deep Learning,Big Data,PySpark,Transformation,Code Reviews,Jenkins",Full Time,,0,0,2025-02-17T22:17:11.396Z,True
"Data Scientist - (Logistics, Choice)",Delivery Hero,Berlin,Germany,"Berlin, Germany","Machine Learning,Python,SQL,Cloud,Pandas,Feature Engineering,GCP,Git,Data Science,PySpark,Research,Product Development,Statistics,BigQuery",Full Time,,0,0,2025-02-17T22:16:52.547Z,True
Data Analyst Intern,Techo-Bloc,,Canada,", Canada","Python,SQL,R,Data Science,Data Analysis,IOS,Computer Science,Power BI",Intern,,0,0,2025-02-17T22:16:46.372Z,True
Data Engineer - Q2 start ,Gousto,London,UK,"London, UK","Machine Learning,Testing,Python,SQL,ML Ops,Cloud,CICD,AWS,Terraform,Data Science,Data Engineer,DataBricks,Forecasting,PySpark,Architecture,Infrastructure,Deployment,Reliability",Full Time,,0,0,2025-02-17T22:16:40.278Z,True
Senior Consultant - Data Analytics,J.S. Held LLC,Mumbai,India,"Mumbai, India","Machine Learning,Python,Hadoop,Cloud,JavaScript,C#,Scripting,AWS,Azure,Tableau,Data Science,Big Data,Data Collection,Research,Computer Science,Transformation,Storage,SME,Statistics,Elasticsearch,Power BI,Oracle,SQL Server",Full Time,,0,0,2025-02-17T22:16:15.927Z,True
Senior Data Engineer,Gousto,London,UK,"London, UK","Testing,Python,ML Ops,Cloud,CICD,AWS,Terraform,Data Science,Data Engineer,Data Governance,DataBricks",Full Time,,0,0,2025-02-17T22:16:09.848Z,True
Senior Data Engineer (30173),Bosch Group,Campinas,Brazil,"Campinas, Brazil","Machine Learning,Python,Cloud,Java,C#,API,CICD,Devops,Data Science,Data Engineer,DataBricks,Data Factory,IOS,Architecture,MBA,SnowFlake,Oracle,SQL Server",Temporary,,0,0,2025-02-17T22:15:52.603Z,True
IT / Web Scrapping / QA Tester Internship / A.I. Automation - WFH/Remote Work,Seeka Technology,Petaling Jaya,,"Petaling Jaya, ","Machine Learning,Full Stack,Python,SQL,NLP,Cloud,Java,HTML,QA,Devops,Data Science,Deep Learning,Pycharm,Research,Automation,Project Management,Jira",Intern,,0,0,2025-02-17T22:15:03.949Z,True
Technical PM AI/ML-IJR,Bosch Group,Bangalore,India,"Bangalore, India","Machine Learning,NLP,Agile,Data Science,Computer Vision,Research,Automation,Business Administration",Full Time,,0,0,2025-02-17T22:14:32.341Z,True
"Senior Product Manager, Agent AI - (Logistics, Service)",Delivery Hero,Berlin,Germany,"Berlin, Germany","Machine Learning,Data Science,Architecture,Product Management,UX",Full Time,,0,0,2025-02-17T22:13:17.647Z,True
AI Engineer,JYSK,Brabrand,Denmark,"Brabrand, Denmark","Machine Learning,Python,ML Ops,Cloud,Agile,AWS,GCP,Azure,Training Models,Data Science,Vertex AI,Flow",Full Time,,0,0,2025-02-17T22:12:51.804Z,True
Junior Digital Solutions Software Developer ,AECOM,Madrid,Spain,"Madrid, Spain","Machine Learning,Frontend,Full Stack,Backend,Python,SQL,Tensorflow,PyTorch,Generative AI,Cloud,Pandas,JavaScript,TypeScript,CSS,HTML,C#,Streamlit,Scikit-learn,AWS,Git,PostGres,GitHub,MySQL,Angular,PHP,Devops,Data Science,Deep Learning,Computer Vision,NumPy,Matplotlib,OpenCV,Infrastructure,Deployment,NOSQL",Full Time,,0,0,2025-02-17T22:08:05.386Z,True
Associate Data Scientist (End to End Pipeline development of Machine Learning & ML Ops),Visa,Bangalore,India,"Bangalore, India","Machine Learning,Testing,Python,SQL,Hadoop,ML Ops,XGBoost,Data Science,Data Engineer,Data Analysis,Big Data,Clustering,Logistic Regression,Computer Science,Automation,Deployment,Distributed Systems,Operations Research,Quantitative,Statistics",Full Time,,0,0,2025-02-17T22:01:15.706Z,True
AI Engineer H/F,Devoteam S Team GmbH,,France,", France","Machine Learning,Python,NLP,LLMs,ML Ops,Cloud,Prompt Engineering,HuggingFace,Vector Database,Langchain,AWS,Kubernetes,Docker,Azure,Git,Devops,Data Science,Deep Learning,OpenAI,Search Engines,RAG,Transformation,Flow",Full Time,,0,0,2025-02-15T22:02:46.003Z,True
"Director of Product Management, AI",Motive,"Bay Area, CA",USA,"Bay Area, CA, USA","Machine Learning,Vue.js,Data Science,Computer Vision,Research,Security,Product Management,SAAS",Remote,"$187,000-$260,000 annually.",187000,260000,2025-02-15T10:53:10.798Z,True
Data Engineer,Samba TV,Amsterdam,Netherlands,"Amsterdam, Netherlands","Testing,Python,CICD,AWS,GCP,Azure,Data Science,Data Engineer,Data Infrastructure,DataBricks,PySpark,Data Modelling,Google Analytics,Security,Product Management,Automation,Transformation,Reliability,Storage,Debugging,Software Design,Airflow",Full Time,,0,0,2025-02-15T04:46:17.4Z,True
Senior Data Analyst ,NielsenIQ,Petaling Jaya,Malaysia,"Petaling Jaya, Malaysia","Machine Learning,Python,Git,Data Science,Big Data,Research,IOS,Automation,Statistics,Mathematics,Power BI,MS Office",Full Time,,0,0,2025-02-14T22:21:20.736Z,True
Werkstudententätigkeit - Data Scientist (w/m/d),Bosch Group,Bamberg,Germany,"Bamberg, Germany","Machine Learning,Python,Data Science",Teilzeit,,0,0,2025-02-14T22:20:09.82Z,True
[SiaXperience] - CDI – Data Product Owner H/F,Sia,Paris,France,"Paris, France","Machine Learning,Python,SQL,Cloud,SCALA,Scrum,R,Data Science,Data Engineer,Big Data,Data Governance,Linux",Temporary,,0,0,2025-02-14T22:19:35.332Z,True
Senior Data Lake Developer,Talan,,Peru,", Peru","Python,SQL,Hadoop,Cloud,Pandas,Agile,AWS,Git,Tableau,Data Science,Big Data,Hive,PySpark,Presto,Ansible,Computer Science,Architecture,Transformation,Storage,CI,Jenkins",Full Time,,0,0,2025-02-14T22:19:31.944Z,True
Senior Data Lake Developer,Talan,Santiago,Chile,"Santiago, Chile","Python,SQL,Hadoop,Cloud,Pandas,Agile,AWS,Git,Tableau,Data Science,Big Data,Hive,PySpark,Presto,Ansible,Computer Science,Architecture,Transformation,Storage,CI,Jenkins",Full Time,,0,0,2025-02-14T22:19:28.657Z,True
Data Scientist - LAOLA1 (f/m/d),Sportradar,Vienna,Austria,"Vienna, Austria","Scrum,Data Science,Darts,UX",Vollzeit,,0,0,2025-02-14T22:19:22.375Z,True
(Junior) Data Analyst (f/m/x),AUTO1 Group,Berlin,Germany,"Berlin, Germany","SQL,GitHub,Tableau,Data Science,AD,Computer Science,Quantitative,Mathematics,Looker",Full Time,,0,0,2025-02-14T22:19:19.242Z,True
Data Science Training and Placement,Learnkwik.com,,USA,", USA",Data Science,Full Time,,0,0,2025-02-14T22:17:58.9Z,True
Data Scientist (python/SQL/visualizations/biz strategy),Visa,Bangalore,India,"Bangalore, India","Machine Learning,Python,SQL,Tensorflow,PyTorch,Data Mining,Scikit-learn,Tableau,Data Science,Deep Learning,Hive,Neural networks,Clustering,Data Modelling,Decision Trees,Logistic Regression,Support Vector Machines,Random Forests,Principal Component Analysis,Computer Science,Deployment,Statistics,Flow,Power BI,ARM",Full Time,,0,0,2025-02-14T22:17:42.958Z,True
Data Scientist Confirmé H/F,NEXTON,Paris,France,"Paris, France","Machine Learning,Python,NLP,Cloud,Prompt Engineering,Langchain,AWS,Docker,GCP,Terraform,S3,Data Science,Deep Learning,RAG,DynamoDB,Lambda",Temporary,,0,0,2025-02-14T22:17:39.867Z,True
Consultant(e) Data Scientist - Marketing & Stratégie,Sia,Paris,France,"Paris, France","Machine Learning,Python,SQL,NLP,Generative AI,Cloud,AWS,GCP,Azure,Tableau,Devops,Data Science,Clustering,Transformation,Power BI",Temporary,,0,0,2025-02-14T22:16:56.723Z,True
Stage de fin d’études Consultant(e) Data Science - Marketing & Stratégie,Sia,Paris,France,"Paris, France","Machine Learning,Python,SQL,NLP,Generative AI,Cloud,AWS,GCP,Azure,Tableau,Devops,Data Science,Clustering,Transformation,Power BI",Stage,,0,0,2025-02-14T22:16:50.587Z,True
Stage Data Engineer,METRO/MAKRO,San Donato Milanese,Italy,"San Donato Milanese, Italy","SQL,Cloud,Data Science,Data Engineer",Full Time,,0,0,2025-02-14T22:16:23.16Z,True
"Data Scientist, Investment Analytics",Jellyfish,Bangalore,India,"Bangalore, India","Machine Learning,Testing,Python,SQL,Cloud,GO,Tableau,Data Science,Matplotlib,Google Analytics,Looker",Full Time,,0,0,2025-02-14T22:16:17.068Z,True
Data Science Consultant (open to hiring at Sr. level),"Wellmark, Inc.","Des Moines, IA",USA,"Des Moines, IA, USA","Testing,SQL,Tableau,Data Science,Data Analysis,Data Collection,Forecasting,Research,Computer Science,Quantitative,Statistics,Mathematics,Power BI",Full Time,,0,0,2025-02-14T22:15:45.576Z,True
Data Science Training And Placement,Kanshe Infotech,"Yonkers, NY",USA,"Yonkers, NY, USA",Data Science,Full Time,,0,0,2025-02-14T22:15:36.433Z,True
Data Science Training And Placement,"Resourcex,Inc.","Tallahassee, FL",USA,"Tallahassee, FL, USA",Data Science,Full Time,,0,0,2025-02-14T22:15:30.363Z,True
Data Engineer - Sr. Consultant level- Core Data Assets,Visa,,USA,", USA","Testing,Python,SQL,Java,MySQL,Redis,Apache,SCALA,Data Science,Data Engineer,Big Data,Hive,Infrastructure,MBA,NOSQL,Airflow",Full Time,$175000-$253000 annually,175000,253000,2025-02-14T22:14:58.738Z,True
IT / Web Scrapping / QA Tester Internship / A.I. Automation - WFH/Remote Work,Seeka Technology,Petaling Jaya,,"Petaling Jaya, ","Machine Learning,Full Stack,Python,SQL,NLP,Cloud,Java,HTML,QA,Devops,Data Science,Deep Learning,Pycharm,Research,Automation,Project Management,Jira",Intern,,0,0,2025-02-14T22:14:28.927Z,True
"Director, AI Strategy",Blend360,"Ontario, CA",USA,"Ontario, CA, USA",Data Science,Full Time,,0,0,2025-02-14T22:13:31.822Z,True
"Senior AI & Data Consultant (Energy, Oil & Gas)",Hiflylabs,Budapest,,"Budapest, ","Rest,Data Science,Data Engineer,Research",Full Time,,0,0,2025-02-14T22:13:28.729Z,True
Senior Data Scientist (Location Intelligence),Allegro,Warsaw,Poland,"Warsaw, Poland","Machine Learning,Python,SQL,Tensorflow,Cloud,Pandas,XGBoost,Scikit-learn,Kubernetes,GCP,Git,Tableau,Data Science,Deep Learning,Data Analysis,PySpark,Matplotlib,Vertex AI,Catboost,Optuna,Research,Computer Science,Automation,Reliability,Statistics,Mathematics,Airflow,Looker,BigQuery",Full Time,,0,0,2025-02-14T22:12:49.459Z,True
Data Science Training And Placement,Agap Technologies,"Tacoma, WA",USA,"Tacoma, WA, USA","Data Science,Data Analysis,Automation,Project Management",Full Time,,0,0,2025-02-14T22:09:28.317Z,True
Data Science Intern,VusionGroup SA,"Coppell, TX",USA,"Coppell, TX, USA","Machine Learning,Python,SQL,Tensorflow,PyTorch,Cloud,Pandas,Keras,Scikit-learn,API,Azure,Tableau,R,Data Science,Data Analysis,Data Collection,NumPy,Clustering,Matplotlib,Seaborn,Computer Science,Storage,Statistics,Mathematics,Power BI",Intern,,0,0,2025-02-14T22:08:19.43Z,True
Staff Software Engineer (Salesforce),NBCUniversal,,USA,", USA","Testing,Frontend,Cloud,JavaScript,CSS,HTML,Agile,API,CICD,AWS,Rest,GitHub,Kafka,Angular,UI,React,Data Science,Data Engineer,Data Analysis,Data Architect,Lightning,IOS,Computer Science,Architecture,Product Management,Deployment,Debugging,SalesForce,Jenkins",Full Time,"$130,000 - $170,000 annually",130000,170000,2025-02-14T22:06:04.314Z,True
Senior Director Machine Learning- Data Solutions and Products,Visa,,USA,", USA","Machine Learning,Tensorflow,PyTorch,Hadoop,Docker,JAX,Data Science,Data Engineer,Hive,Security,Infrastructure,MBA,Linux",Full Time,"$226,900-$354,500 annually",226900,354500,2025-02-14T22:03:02.012Z,True
"Sr. Product Manager, Data Governance",Databricks,"San Francisco, CA",USA,"San Francisco, CA, USA","Machine Learning,Data Science,Data Governance,DataBricks,Computer Science,Security,Infrastructure,Product Management",Full Time,,0,0,2025-02-14T18:02:52.522Z,True
Data Scientist,Ample Insight Inc.,Toronto,Canada,"Toronto, Canada","Machine Learning,Python,Tensorflow,Pandas,Scikit-learn,Data Science,NumPy,ML Theories,Research,Computer Science,Statistics",Full Time,,0,0,2025-02-13T22:25:33.242Z,True
Data Solutions Manager (Product Owner),Visa,Bangalore,India,"Bangalore, India","Agile,Data Science,Data Engineer,Product Management,Project Management",Full Time,,0,0,2025-02-13T22:25:16.502Z,True
"Director, Data Science",Visa,Bangalore,India,"Bangalore, India","Machine Learning,Testing,Python,Hadoop,Java,Agile,MySQL,Kafka,Apache,SCALA,Data Science,Hive,Architecture,Product Management,Product Development,MBA",Full Time,,0,0,2025-02-13T22:24:16.713Z,True
Applied Data Analyst/Scientist (f|m|d) (80-100%) - Sophia-Antipolis,SMG Swiss Marketplace Group,Valbonne,France,"Valbonne, France","Machine Learning,Python,SQL,PyTorch,ML Ops,Data Mining,Transformers,Scikit-learn,Data Science,Deep Learning,PySpark,MLFlow,Vertex AI,Deployment",Full Time,,0,0,2025-02-13T22:23:00.089Z,True
Data Analytics Engineer H/F/X,AccorCorpo,,France,", France","Python,SQL,Cloud,CICD,AWS,Tableau,Vue.js,Devops,Data Science,Data Engineer,Big Data,IOS,Transformation,SnowFlake,Airflow",Temporary,,0,0,2025-02-13T22:21:09.086Z,True
Data Science Intern (Summer),ATPCO,,USA,", USA","Machine Learning,Python,SQL,Tensorflow,PyTorch,Tableau,Data Science,Research,Computer Science,Statistics,Mathematics,Power BI",Intern,,0,0,2025-02-13T22:20:37.732Z,True
Ph.D. Student (m/f/d) on distributed AI (with Technical University of Munich) ,DENSO,Eching,Germany,"Eching, Germany","Machine Learning,Data Science,Data Analysis,Federated learning,Research,Computer Science,Product Development,Statistics,Mathematics",Full Time,,0,0,2025-02-13T22:18:23.103Z,True
"Junior Managers Program – HR – with a focus on HR tech, digitalization and generative AI - trainee program (f/m/div.)",Bosch Group,Gerlingen,Germany,"Gerlingen, Germany","Machine Learning,Generative AI,Midjourney,Data Science,Transformation,MBA,Business Administration",Full Time,,0,0,2025-02-13T22:18:10.277Z,True
Generative AI Product Manager,Visa,"Austin, TX",USA,"Austin, TX, USA","Machine Learning,Generative AI,HuggingFace,Agile,Scrum,Data Science,Data Engineer,OpenAI,Research,Security,Product Management,Automation,MBA,Project Management",Full Time,"$143,200-$207,800 annually",143200,207800,2025-02-13T22:15:25.14Z,True
Data Scientist (Location Intelligence),Allegro,Warsaw,Poland,"Warsaw, Poland","Machine Learning,Python,SQL,Tensorflow,Pandas,XGBoost,Scikit-learn,GCP,Git,Tableau,Data Science,Data Analysis,PySpark,Matplotlib,Vertex AI,Catboost,Research,Computer Science,Automation,Reliability,Statistics,Mathematics,Airflow,Looker,BigQuery",Full Time,,0,0,2025-02-13T22:15:00.692Z,True
Senior Data Analyst – Growth & Expansion (100% friendly within Brazil),DocPlanner,Curitiba,Brazil,"Curitiba, Brazil","Machine Learning,Python,SQL,Feature Engineering,Tableau,Data Science,Data Engineer,Data Analysis,Forecasting,Clustering,Decision Trees,Research,SAAS,Project Management,Statistics,Mathematics,Power BI",Full Time,,0,0,2025-02-13T22:11:30.56Z,True
Senior Expansion Analyst,DocPlanner,Amsterdam,Netherlands,"Amsterdam, Netherlands","Machine Learning,Python,SQL,Feature Engineering,Tableau,Data Science,Data Engineer,Data Analysis,Forecasting,Clustering,Decision Trees,Research,SAAS,Project Management,Statistics,Mathematics,Power BI",Full Time,,0,0,2025-02-13T22:11:27.38Z,True
Senior Data Analyst – Growth & Expansion,DocPlanner,Barcelona,Spain,"Barcelona, Spain","Machine Learning,Python,SQL,Feature Engineering,Tableau,Data Science,Data Engineer,Data Analysis,Forecasting,Clustering,Decision Trees,Research,SAAS,Project Management,Statistics,Mathematics,Power BI",Full Time,,0,0,2025-02-13T22:11:24.14Z,True
"Summer 2025 Intern, Software Development Engineering (Masters/PhD)",Western Digital,"Milpitas, CA",USA,"Milpitas, CA, USA","Machine Learning,Python,Cloud,Data Science,Deep Learning,Research,Computer Science,Infrastructure,Automation,Storage,Quantitative,Statistics,Mathematics",Intern,,0,0,2025-02-13T22:05:13.651Z,True
Data Scientist - Machine Learning,Ample Insight Inc.,Toronto,Canada,"Toronto, Canada","Machine Learning,Python,Tensorflow,Pandas,Scikit-learn,Data Science,NumPy,ML Theories,Research,Computer Science",Freelancer,,0,0,2025-02-13T22:00:59.949Z,True
Senior Math Libraries Engineers - Python APIs,NVIDIA,"Santa Clara, CA",USA,"Santa Clara, CA, USA","Python,Tensorflow,PyTorch,C++,Agile,API,JAX,Data Science,Deep Learning,NumPy,Scipy,Numba,Computer Science,Architecture,Product Management,Debugging,Software Design,UX,Mathematics",Full Time,,0,0,2025-02-13T20:02:19.458Z,True
Data Scientist,Dataiku,,Saudi Arabia,", Saudi Arabia","Machine Learning,Python,SQL,Generative AI,Hadoop,ML Ops,Cloud,JavaScript,API,R,Data Science,Data Engineer,PySpark,IOS,Deployment,Mathematics,JSON",Remote,,0,0,2025-02-13T13:08:09.04Z,True
Data Analyst (TEF4),Bosch Group,,Thailand,", Thailand","Machine Learning,Testing,Python,SQL,Cloud,Java,C++,C#,Tableau,UI,Data Science,Data Analysis,Computer Science,Project Management,Power BI,JSON",Full Time,,0,0,2025-02-12T22:29:26.974Z,True
Corporate CRM Data Scientist ,Max Mara Fashion Group,,Italy,", Italy","Machine Learning,Python,SQL,Cloud,AWS,GCP,Azure,Tableau,Data Science,Data Analysis,Data Governance,Computer Science,Statistics,Mathematics",Full Time,,0,0,2025-02-12T22:28:46.771Z,True
Lead Data Scientist,NielsenIQ,Baroda,India,"Baroda, India","Python,SQL,Data Science,Data Collection,Research,Statistics",Full Time,,0,0,2025-02-12T22:26:58.306Z,True
Data Scientist Intern,Brainwonders,Mumbai,India,"Mumbai, India","Machine Learning,PHP,React,Data Science,Deep Learning,Research,Statistics",Full Time,"₹10,000-₹15,000 monthly.",120000,180000,2025-02-12T22:26:55.221Z,True
Management Consultants for our Data Science team in Copenhagen,PA Consulting,Copenhagen,Denmark,"Copenhagen, Denmark","Cloud,AWS,GCP,Azure,Chatbot,Data Science,Data Engineer,Data Infrastructure,Data Governance,Paddle,IOS,Security,Transformation,Gaming",Full Time,,0,0,2025-02-12T22:26:21.183Z,True
Senior Data Engineer ,IQ-EQ,Hyderabad,India,"Hyderabad, India","Python,Cloud,Pandas,GO,C++,API,AWS,Azure,MySQL,Kafka,SCALA,Data Science,Data Engineer,Big Data,Database,Data Infrastructure,DataBricks,NumPy,PySpark,Dask,Computer Science,Architecture,Transformation,SnowFlake,Linux,SQL Server,RedShift,MS SQL",Full Time,,0,0,2025-02-12T22:25:48.701Z,True
Junior Market Data Analyst,NielsenIQ,Sofia,Bulgaria,"Sofia, Bulgaria","Data Science,Research,MS Office",Full Time,,0,0,2025-02-12T22:25:34.877Z,True
Consultant Senior - Tech lead Data Science & IA  - H/F,Talan,Lyon,France,"Lyon, France","Machine Learning,Python,NLP,Tensorflow,PyTorch,Hadoop,ML Ops,Cloud,Keras,Scikit-learn,CICD,AWS,Kubernetes,GCP,Git,Kafka,SCALA,Scrum,Data Science,Data Engineer,Deep Learning,Big Data,Computer Vision,DataBricks,Clustering,Matplotlib,Data Factory,Seaborn,Architecture,Transformation,SnowFlake,Power BI,RedShift",Temporary,,0,0,2025-02-12T22:24:37.776Z,True
"VP, Head of Data Solutions, Europe",Visa,London,UK,"London, UK","Data Science,Product Development,SME,Quantitative,Statistics,Mathematics",Full Time,,0,0,2025-02-12T22:23:51.409Z,True
Data Architect,Egis Group,Dartford,,"Dartford, ","Scripting,AWS,R,Data Science,Data Architect,Data Governance,Data Modelling,Architecture,Security,Power BI,SQL Server,MS SQL",Full Time,,0,0,2025-02-12T22:23:45.328Z,True
Data Architect,Egis Group,Leatherhead,UK,"Leatherhead, UK","Scripting,AWS,R,Data Science,Data Architect,Data Governance,Data Modelling,Architecture,Security,Power BI,SQL Server,MS SQL",Full Time,,0,0,2025-02-12T22:23:42.298Z,True
Data Architect,Egis Group,South Mimms,,"South Mimms, ","Scripting,AWS,R,Data Science,Data Architect,Data Governance,Data Modelling,Architecture,Security,Power BI,SQL Server,MS SQL",Full Time,,0,0,2025-02-12T22:23:36.104Z,True
Data Analyst Intern,Techo-Bloc,,Canada,", Canada","Python,SQL,R,Data Science,Data Analysis,IOS,Computer Science,Power BI",Intern,,0,0,2025-02-12T22:23:30.034Z,True
Scientific Data Reviewer,Eurofins,"Lancaster, CA",USA,"Lancaster, CA, USA","Testing,Data Science,Research,Computer Science",Full Time,,0,0,2025-02-12T22:21:03.151Z,True
"New College Grad, PhD Data Scientist (Econometrics)",Western Digital,"San Jose, CA",USA,"San Jose, CA, USA","Machine Learning,Python,SQL,Generative AI,Hadoop,Cloud,AWS,GCP,Data Science,Deep Learning,Data Analysis,Forecasting,IOS,Storage,Operations Research,NOSQL,Quantitative,Gaming,Statistics,Power BI,Oracle",Full Time,$137275-$194400 annually,137275,194400,2025-02-12T22:20:20.682Z,True
"Vice President, Data Asset Management",NBCUniversal,"New York, NY",USA,"New York, NY, USA","Testing,Python,SQL,Data Lakes,Agile,AWS,Data Science,Data Architect,Data Governance,DataBricks,AD,Architecture,Security,Infrastructure,Product Management,Product Development,Storage,SnowFlake,Project Management,MS Office",Full Time,"$220,000 - $285,000 annually",220000,285000,2025-02-12T22:20:17.544Z,True
Data Engineer CDP,Ajna Infotech,"New York, NY",USA,"New York, NY, USA","SQL,API,QA,Data Science,Data Engineer,Data Collection,Data Integrations,Research,AD,Computer Science,Product Management",Freelancer,,0,0,2025-02-12T22:20:14.506Z,True
"AI/ML Intern, KMS Healthcare",KMS Technology,Ho Chi Minh City,Vietnam,"Ho Chi Minh City, Vietnam","Machine Learning,Python,NLP,Tensorflow,PyTorch,Generative AI,Feature Engineering,Scikit-learn,Agile,CICD,Chatbot,Data Science,Deep Learning,Computer Vision,Research,IOS,Computer Science,Product Management,Product Development,Statistics",Intern,,0,0,2025-02-12T22:19:05.665Z,True
AI Engineer,JYSK,Brabrand,Denmark,"Brabrand, Denmark","Machine Learning,Python,ML Ops,Cloud,Agile,AWS,GCP,Azure,Training Models,Data Science,Vertex AI,Flow",Full Time,,0,0,2025-02-12T22:18:59.48Z,True
"Staff Data Scientist – (AI/ML, Python)",Visa,Bangalore,India,"Bangalore, India","Machine Learning,Testing,Python,SQL,NLP,Tensorflow,Hadoop,ML Ops,Data Mining,Java,Agile,GitHub,SCALA,Perl,Data Science,Deep Learning,Big Data,Hive,ML Scientist,KNIME,Research,Architecture,Security,Infrastructure,Automation,MBA,Distributed Systems,CI,Linux,Statistics,Unix",Full Time,,0,0,2025-02-12T22:18:16.672Z,True
