title,company,city,country,location,skills,type,salary,salary_min,salary_max,published,ai
Junior Data Scientist – Bilingual (ES/PT) (Temporary - 7 months),NielsenIQ,Cotia,Brazil,"Cotia, Brazil","Python,Data Science,Data Analysis,Research,IOS,Statistics",Full Time,,0,0,2025-07-14T22:11:42.471Z,True
Data Scientist,Jellyfish,,Mexico,", Mexico","Machine Learning,Testing,Python,SQL,Cloud,GO,Tableau,Data Science,Matplotlib,Google Analytics,Looker",Full Time,,0,0,2025-07-14T22:11:27.827Z,True
Consultant- Data Analyst,Sia,"New York, NY",USA,"New York, NY, USA","Machine Learning,Testing,Python,Generative AI,ML Ops,Cloud,Pandas,Scikit-learn,API,AWS,GCP,Azure,Git,PostGres,GitHub,Kafka,Tableau,GitLab,Data Science,Deep Learning,Data Analysis,Computer Vision,Data Governance,Forecasting,NumPy,Decision Trees,Research,IOS,Computer Science,Product Management,Deployment,Transformation,Quantitative,SnowFlake,Statistics,Mathematics,Airflow,Power BI,Oracle,SQL Server,RedShift,Looker",Full Time,"$88,000-$108,000 annually",88000,108000,2025-07-14T22:11:13.957Z,True
Data Engineer,Jellyfish,,Mexico,", Mexico","Testing,GO,Data Science,Data Engineer",Full Time,,0,0,2025-07-14T22:11:04.85Z,True
"Intern, Smart Factory AI & Automation",Renesas Electronics,Bayan Lepas,Malaysia,"Bayan Lepas, Malaysia","Machine Learning,Python,SQL,Data Science,Data Analysis,Computer Science,Infrastructure,Automation,UX,Power BI",Intern,,0,0,2025-07-14T22:10:55.775Z,True
AI DATA SCIENTIST - SENIOR,Bosch Group,,Poland,", Poland","Machine Learning,Python,NLP,LLMs,Langchain,Data Science,RAG,Computer Science",Full Time,,0,0,2025-07-14T22:10:22.708Z,True
Data Scientist II - Algorithms - Gen AI,Delivery Hero,Dubai,UAE,"Dubai, UAE","Machine Learning,Python,SQL,LLMs,Tensorflow,PyTorch,Generative AI,Cloud,Data Mining,Transformers,Keras,HuggingFace,XGBoost,Scikit-learn,GCP,Objective-C,Data Science,Data Engineer,Deep Learning,Data Analysis,Pattern Recognition,LightGBM,Catboost,Computer Science,Automation,Reliability,UX,Statistics,Airflow,BigQuery",Full Time,,0,0,2025-07-14T22:10:19.396Z,True
Intern - AI Software Developer (Studying Bachelor's or Master's degree),Western Digital,,Thailand,", Thailand","Machine Learning,Python,Tensorflow,PyTorch,Cloud,Pandas,Java,Scikit-learn,Data Science,Data Analysis,Pattern Recognition,Computer Science,Storage,Code Reviews",Intern,,0,0,2025-07-14T22:10:13.314Z,True
Junior AI Engineer – Generative AI & Digital Transformation (m/f/d),Sportradar,Leipzig,Germany,"Leipzig, Germany","Machine Learning,Testing,Generative AI,Rest,Data Science,IOS,Transformation",Full Time,,0,0,2025-07-14T22:10:00.375Z,True
AI Developer,Turner & Townsend,London,,"London, ","Machine Learning,NLP,Tensorflow,PyTorch,ML Ops,Prompt Engineering,CICD,Kubernetes,Git,Devops,Data Science,Computer Vision,Data Factory,Azure Databricks,Infrastructure,Statistics",Full Time,,0,0,2025-07-14T22:09:51.557Z,True
AI enablement specialist,NielsenIQ,,USA,", USA","Machine Learning,Data Science,Data Governance,Computer Science,Deployment,Business Administration",Full Time,"$77,000-$105,000 annually.",77000,105000,2025-07-14T22:09:32.828Z,True
Data Transformation Principal Software Engineer 1,Sopra Steria,,India,", India","Python,SQL,Cloud,Data Science,Data Engineer,Data Governance,Computer Science,Architecture,Transformation,SME,UX,Project Management,Mathematics,Power BI",Full Time,,0,0,2025-07-14T22:07:33.246Z,True
Data Science and Machine Learning Lead,Syngenta,Bracknell,,"Bracknell, ","Machine Learning,Python,ML Ops,Cloud,R,Data Science,Research,Security",Full Time,,0,0,2025-07-14T22:01:48.456Z,True
Medior Data Scientist-Machine Learning Engineer,AECOM,Bucharest,Romania,"Bucharest, Romania","Machine Learning,Python,NLP,Tensorflow,PyTorch,ML Ops,Cloud,Transformers,Prompt Engineering,Embeddings,HuggingFace,Scikit-learn,AWS,GCP,Azure,Sentiment Analysis,Data Science,Deep Learning,Database,Computer Vision,Forecasting,Anomaly Detection,OpenCV,BERT,Question Answering,Named Entity Recognition,Model Optimization,Text Classification,Pattern Recognition,Topic Modeling,RAG,Text Summarization,Latent Dirichlet Allocation,Research,Infrastructure,Deployment",Full Time,,0,0,2025-07-14T22:01:01.633Z,True
Senior Technical Solutions Engineer (Spark),Databricks,,,", ","Machine Learning,Hadoop,Cloud,AWS,GCP,Azure,MySQL,Kafka,UI,Data Science,Big Data,DataBricks,Hive,Elasticsearch,Slack,Oracle,SQL Server",Full Time,,0,0,2025-07-14T18:01:23.696Z,True
"Data Scientist Intern, Ads Performance (6 months Internship)",Moloco,Seoul,South Korea,"Seoul, South Korea","Machine Learning,Testing,Python,SQL,Cloud,Pandas,Scripting,Devops,Data Science,Deep Learning,Data Analysis,Database,Clustering,IOS,Computer Science,Infrastructure,Operations Research,Quantitative,Statistics,Mathematics,JSON",Internship,,0,0,2025-07-14T13:20:31.289Z,True
Senior Data Product Manager,Similarweb,Tel Aviv,Israel,"Tel Aviv, Israel","Machine Learning,Python,Cloud,QA,S3,Training Data,Data Science,Data Engineer,Big Data,Data Collection,Data Infrastructure,DataBricks,Architecture,Product Management,Transformation,SnowFlake,Mathematics,Airflow,JSON",Full Time,,0,0,2025-07-14T13:09:12.287Z,True
Data Scientist III,InMobi,Bangalore,India,"Bangalore, India","Machine Learning,Python,SQL,Tensorflow,PyTorch,Generative AI,ML Ops,Pandas,Feature Engineering,SageMaker,Scikit-learn,Unsupervised Learning,Data Science,Deep Learning,Forecasting,NumPy,Reinforcement Learning,MLFlow,Supervised Learning,Recommender Systems,Vertex AI,AD,Product Management,Deployment,SAAS,Statistics,Mathematics,Airflow,JSON",Full Time,,0,0,2025-07-14T12:42:45.203Z,True
"VP, Data Science / Machine learning and Generative AI",Tripadvisor,,USA,", USA","Machine Learning,Python,LLMs,Tensorflow,PyTorch,Generative AI,ML Ops,Cloud,Transformers,Prompt Engineering,HuggingFace,Scikit-learn,Diffusion Models,AWS,GCP,Azure,Data Science,Deep Learning,GANS,Model Optimization,RAG,Computer Science,Security,Infrastructure,Quantitative,Statistics,Servers,JSON",Remote,"$340,000-$370,000 annually",340000,370000,2025-07-14T12:26:14.249Z,True
Financial Analyst – FP&A and Financial Data Analytics,IDB,"New York, NY",USA,"New York, NY, USA","Python,SQL,Data Science,Forecasting,AD,Transformation,Power BI,Oracle",Full Time,$80000-$110000 annually,80000,110000,2025-07-13T22:02:53.5Z,True
Data Analyst,Jobs for Humanity,Riyadh,Saudi Arabia,"Riyadh, Saudi Arabia","Python,SQL,Tableau,Data Science,Statistics,Power BI",Full Time,,0,0,2025-07-13T22:02:28.4Z,True
Data Analyst Intern,Jobs for Humanity,Riyadh,Saudi Arabia,"Riyadh, Saudi Arabia","Python,SQL,Data Science,Data Governance,Statistics,Power BI",Intern,,0,0,2025-07-13T22:02:23.087Z,True
"Data Sciences, A/B testing. Databricks, Python, SQL, Regression, AI ML , Deep Learning Deputy Manager - Data Sciences",WNS Global Services,Bangalore,India,"Bangalore, India","Machine Learning,Testing,Python,SQL,AWS,Data Science,Deep Learning,Data Analysis,DataBricks,Research,Statistics,Mathematics",Full Time,,0,0,2025-07-13T22:00:22.836Z,True
 Principal Engineer – AI/ML Analytics Platform & Cloud Security,Netskope,"Santa Clara, CA",USA,"Santa Clara, CA, USA","Machine Learning,Backend,Python,SQL,LLMs,ML Ops,Java,Prompt Engineering,Vector Database,Semantic Search,API,AWS,GCP,Azure,Kafka,SCALA,KubeFlow,Data Science,Big Data,MLFlow,RAG,Architecture,Infrastructure,Deployment,Storage,Distributed Systems,UX,SnowFlake,Airflow,Looker,BigQuery","Remote,Full Time",,0,0,2025-07-13T18:02:54.107Z,True
(UP038) Data Scientist - Talent Connection,Nearsure,,Latin America,", Latin America","Machine Learning,Python,SQL,Generative AI,Cloud,AWS,Rest,GCP,Azure,Data Science,Database,Churn Prediction,Hierarchical Clustering,DBSCAN,Computer Science,Deployment,Gaming,SnowFlake,Mathematics,SalesForce,JSON,RedShift,BigQuery",Remote,$ Competitive annually,0,0,2025-07-13T13:14:30.775Z,True
Data Scientist,ZipRecruiter,Tel Aviv,Israel,"Tel Aviv, Israel","Machine Learning,Python,NLP,LLMs,IOS SDK,Data Science,Deep Learning,Data Exploration,IOS,Computer Science,Product Management,Deployment,Android,Statistics,Mathematics,JSON",Remote,,0,0,2025-07-13T12:42:05.276Z,True
"Director, Product Analytics",Match Group,"Los Angeles, CA",USA,"Los Angeles, CA, USA","Testing,Python,SQL,Agile,GitHub,Tableau,S3,R,Data Science,DataBricks,Forecasting,IOS,Computer Science,Google Analytics,Product Design,Quantitative,Statistics",Full Time,"$215,000-$250,000 annually.",215000,250000,2025-07-13T05:54:46.009Z,True
Junior Data Scientist,NielsenIQ,Cotia,Brazil,"Cotia, Brazil","Machine Learning,Python,SQL,Hadoop,Cloud,Time Series,Agile,GitHub,Data Science,Neural networks,PySpark,Clustering,Scipy,Computer Science,Automation,Product Development,Statistics,Mathematics",Full Time,,0,0,2025-07-12T22:02:27.284Z,True
Product Data Scientist,NielsenIQ,Cotia,Brazil,"Cotia, Brazil","Machine Learning,Python,SQL,Hadoop,Cloud,Time Series,Agile,GitHub,Data Science,Neural networks,PySpark,Clustering,Scipy,Computer Science,Automation,Product Development,Statistics,Mathematics",Full Time,,0,0,2025-07-12T22:02:20.311Z,True
"(Senior) Manager, Data Analytics & Insights",Delivery Hero,Berlin,Germany,"Berlin, Germany","Data Science,Data Analysis,Quantitative,Statistics,Mathematics",Full Time,,0,0,2025-07-12T22:01:48.058Z,True
"Director, AI Observatory Product Manager",Visa,,USA,", USA","Data Science,Computer Science,Product Management,Product Development,MBA,SME",Full Time,$195000-$282150 annually.,195000,282150,2025-07-12T22:01:33.976Z,True
"Data Scientist, GeminiApp, Personalization",Google DeepMind,Zurich,Switzerland,"Zurich, Switzerland","Machine Learning,Python,SQL,GitHub,R,Data Science,Product Management,Product Design,Quantitative,UX,Statistics,Mathematics,Power BI,JSON",Full Time,,0,0,2025-07-12T13:56:59.664Z,True
Data Strategy & Analytics Director,Kepler Group,San Jose,Costa Rica,"San Jose, Costa Rica","Testing,SQL,Data Science,AD,Transformation,SME,Mathematics,JSON",Full Time,,0,0,2025-07-12T13:40:37.297Z,True
Product Engineer - Ruby,Cleo,,Portugal,", Portugal","Machine Learning,Frontend,Backend,Python,TypeScript,Agile,API,CICD,AWS,PostGres,Ruby On Rails,React Native,Data Science,Database,OpenAI,Research,Architecture,Security,Microservices,Software Design,Mathematics,JSON",Remote,,0,0,2025-07-12T13:37:16.28Z,True
Senior Machine Learning Engineer,Freeform,Los Angeles,United States,"Los Angeles, United States","Machine Learning,Python,Data Mining,C++,MongoDB,Unsupervised Learning,Data Science,Deep Learning,Big Data,Data Infrastructure,Supervised Learning,Pattern Recognition,Computer Science,Architecture,Automation,NOSQL,Statistics,JSON",On-site.,"$140,000-$250,000 annually.",140000,250000,2025-07-12T13:31:55.728Z,True
Senior Product Manager - Data & AI,SmithRx,,,", ","Machine Learning,Data Science,Data Engineer,Research,Product Management,Automation,Product Development,Transformation,UX,Mathematics,JSON",Remote,,0,0,2025-07-12T13:29:27.441Z,True
"Data Science Manager (@Hybrid, Bellevue or Remote Miami, FL)",OfferUp,"Miami, FL",USA,"Miami, FL, USA","Machine Learning,Testing,Python,IOS SDK,Vue.js,Data Science,Recommender Systems,Core ML,Latent Dirichlet Allocation,Research,IOS,Computer Science,Deployment,Android,Statistics,Mathematics,JSON","Remote,Full Time",$225000-$240000 annually,225000,240000,2025-07-12T13:10:45.495Z,True
Senior Data Platform Engineer,OpenTable,,Canada,", Canada","Machine Learning,Testing,Python,LLMs,PyTorch,Generative AI,ML Ops,Cloud,GO,XGBoost,AWS,Kubernetes,Docker,PostGres,Kafka,Redis,MongoDB,S3,Data Science,Data Engineer,Data Infrastructure,DataBricks,PySpark,Question Answering,Catboost,Product Management,SnowFlake,Mathematics,Elasticsearch,Airflow,JSON,Prometheus,Spring",Remote,"$137,000-$142,000 annually",137000,142000,2025-07-12T13:01:03.889Z,True
Senior Machine Learning Engineer ,"Constellation Software, Inc.",New York,United States,"New York, United States","Machine Learning,Python,SQL,NLP,LLMs,Tensorflow,PyTorch,Generative AI,SageMaker,Prompt Engineering,Embeddings,HuggingFace,Vector Database,AWS,Git,Data Science,Data Engineer,Deep Learning,MLFlow,Named Entity Recognition,Topic Modeling,RAG,Infrastructure,Automation,Deployment,Mathematics,EC2,JSON,Lambda",Remote,"$165,000-$185,000 annually.",165000,185000,2025-07-12T12:54:48.454Z,True
Senior Data Scientist,"Constellation Software, Inc.","New York, NY",USA,"New York, NY, USA","Machine Learning,Python,SQL,Tensorflow,PyTorch,Cloud,Pandas,Transformers,Feature Engineering,SageMaker,HuggingFace,Scikit-learn,Agile,AWS,Tableau,S3,Data Science,Deep Learning,NumPy,Reinforcement Learning,MLFlow,Vertex AI,Kaggle,IOS,Automation,Deployment,Reliability,SnowFlake,Mathematics,EC2,JSON,RedShift,Looker,BigQuery,Lambda",Remote,"$165,000-$185,000 annually",165000,185000,2025-07-12T12:54:44.953Z,True
Curriculum Manager - Data Science and Data Engineering,DataCamp,London,UK,"London, UK","Machine Learning,Python,SQL,NLP,HuggingFace,AWS,Data Science,Data Engineer,Deep Learning,Database,SME,Mathematics,JSON",Remote,,0,0,2025-07-12T12:42:42.85Z,True
Sr. Machine Learning  Engineer,Fortra,,USA,", USA","Machine Learning,Python,LLMs,Tensorflow,PyTorch,ML Ops,Cloud,Java,C++,Scikit-learn,AWS,KubeFlow,Data Science,MLFlow,Architecture,Infrastructure,Deployment,Microservices,Mathematics,JSON",Full Time,"$130,000-$150,000 annually",130000,150000,2025-07-12T12:40:41.276Z,True
Sr. Machine Learning Engineer,Fortra,,UK,", UK","Machine Learning,Python,LLMs,Tensorflow,PyTorch,ML Ops,Cloud,Java,C++,Scikit-learn,AWS,KubeFlow,Data Science,MLFlow,Architecture,Infrastructure,Deployment,Microservices,Mathematics,JSON",Full Time,,0,0,2025-07-12T12:40:37.725Z,True
Sr. Data Scientist,Fortra,,UK,", UK","Machine Learning,Python,NLP,LLMs,Tensorflow,PyTorch,Generative AI,ML Ops,Java,C++,Scikit-learn,Data Science,Computer Vision,Product Management,Mathematics,JSON","Remote,Full Time",,0,0,2025-07-12T12:40:34.427Z,True
Sr. Data Scientist,Fortra,,United States,", United States","Machine Learning,Python,NLP,LLMs,Tensorflow,PyTorch,Generative AI,ML Ops,Java,C++,Scikit-learn,Data Science,Computer Vision,Product Management,Mathematics,JSON","Remote,Full Time","$140,000-$180,000 annually.",140000,180000,2025-07-12T12:40:31.139Z,True
Lead AI Scientist ,XO Health Inc.,,India,", India","Machine Learning,SQL,ML Ops,AWS,Angular,Data Science,Data Engineer,Data Analysis,Database,Data Architect,Computer Science,Architecture,Security,Deployment,Transformation,NOSQL,Statistics,Mathematics,JSON",Remote,"₹3,500,000-₹4,000,000 annually",3500000,4000000,2025-07-12T12:11:30.833Z,True
Data QA Engineer,Solvd,,Argentina,", Argentina","Machine Learning,Python,SQL,Java,Agile,QA,Scripting,Scrum,S3,Data Science,Database,Computer Science,Google Analytics,Infrastructure,Product Management,Transformation,Debugging,UX",Remote,,0,0,2025-07-12T05:41:56.436Z,True
Senior Analyst - Data Science (R-18216),Dun & Bradstreet,Helsinki,Finland,"Helsinki, Finland","Machine Learning,Python,SQL,NLP,HTML,Agile,QA,Tableau,Scrum,S3,Data Science,Data Analysis,Big Data,Research,IOS,Computer Science,Google Analytics,Statistics,Mathematics,Power BI,MS Office","Full Time,Onsite",,0,0,2025-07-12T05:32:13.331Z,True
Senior Data Science Analyst,OakNorth,Bangalore,India,"Bangalore, India","Machine Learning,Testing,Python,SQL,LLMs,Tensorflow,PyTorch,Generative AI,Pandas,Feature Engineering,Time Series,HuggingFace,Langchain,RNNs,Scikit-learn,API,AWS,Git,S3,Unsupervised Learning,Data Science,Data Engineer,Deep Learning,Data Analysis,Forecasting,NumPy,OpenAI,Supervised Learning,Decision Trees,Logistic Regression,Hierarchical Clustering,DBSCAN,Computer Science,Architecture,Google Analytics,SAAS,SME,Statistics",Full Time,,0,0,2025-07-12T05:31:55.338Z,True
Data Science Analyst,OakNorth,Bangalore,India,"Bangalore, India","Machine Learning,Python,SQL,LLMs,Pandas,Feature Engineering,Time Series,RNNs,Scikit-learn,AWS,Git,S3,Data Science,Data Engineer,Deep Learning,Data Analysis,Forecasting,NumPy,RAG,Computer Science,Architecture,Google Analytics,SAAS,SME,Statistics",Full Time,,0,0,2025-07-12T05:31:52.273Z,True
"[Job-23264] Senior Data Scientist, Brazil",CI&T,,Brazil,", Brazil","Machine Learning,Python,NLP,Tensorflow,PyTorch,ML Ops,Keras,Feature Engineering,XGBoost,Scikit-learn,API,CICD,AWS,GCP,Azure,S3,Data Science,Deep Learning,DataBricks,PySpark,Matplotlib,Seaborn,LightGBM,Catboost,IOS,Google Analytics,Power BI,SQL Server",Remote,,0,0,2025-07-12T05:30:57.749Z,True
Data Scientist II,Zeta,Bangalore,,"Bangalore, ","Machine Learning,Python,NLP,Hadoop,Pandas,Data Mining,Scikit-learn,S3,Data Science,Deep Learning,Data Analysis,NumPy,Scipy,Decision Trees,Random Forests,IOS,Google Analytics,Product Management,Deployment,Product Development,Reliability,Quantitative,UX,Statistics,Mathematics",Full Time,,0,0,2025-07-12T05:09:11.75Z,True
[Senior/Staff]  Machine Learning Engineer - Ad Ecosystems,Haus,,,", ","Machine Learning,Testing,Python,LLMs,Java,GO,C++,S3,Data Science,Deep Learning,Data Analysis,Haystack,AD,Computer Science,Architecture,Google Analytics,Product Management,Statistics,Mathematics","Remote,Full Time","$180,000-$240,000 annually",180000,240000,2025-07-12T04:30:14.476Z,True
Senior Product Analyst - Trading,Crypto.com,Shanghai,China,"Shanghai, China","Testing,Python,SQL,Tableau,S3,Data Science,Data Engineer,DataBricks,Google Analytics,Product Management,Product Design,Looker",Remote,,0,0,2025-07-12T04:26:58.607Z,True
Senior Product Analyst - Trading,Crypto.com,,Singapore,", Singapore","Testing,Python,SQL,Tableau,S3,Data Science,Data Engineer,DataBricks,Google Analytics,Product Management,Product Design,Looker",Full Time,,0,0,2025-07-12T04:26:55.504Z,True
Senior Product Analyst - Trading,Crypto.com,,Hong Kong,", Hong Kong","Testing,Python,SQL,Tableau,S3,Data Science,Data Engineer,DataBricks,Google Analytics,Product Management,Product Design,Looker",Hybrid,,0,0,2025-07-12T04:26:51.674Z,True
"Consultant, Analytic Engineering",Hakk,Heredia,,"Heredia, ","Python,SQL,Data Lakes,Agile,Scripting,AWS,GCP,Azure,Tableau,S3,R,Data Science,Data Engineer,Data Analysis,Big Data,Database,Data Architect,Data Infrastructure,Architecture,Google Analytics,Quantitative,SnowFlake,Project Management,Statistics,Mathematics,Power BI,Looker",Full Time,,0,0,2025-07-12T04:18:37.987Z,True
"Climate Data Scientist, Economic Impacts - Contract to Hire","Jupiter Intelligence, Inc.","New York, NY",USA,"New York, NY, USA","Machine Learning,Python,Data Mining,GO,Time Series,S3,Data Science,Data Analysis,Google Analytics,Infrastructure,Transformation,Project Management,Statistics",Freelancer,$65-$80 hourly,65,80,2025-07-12T04:03:50.332Z,True
Junior Data Scientist – Bilingual (ES/PT),NielsenIQ,Cotia,Brazil,"Cotia, Brazil","Python,Data Science,Data Analysis,Research,IOS,Statistics",Full Time,,0,0,2025-07-11T22:16:52.96Z,True
"Director, Data Science, Visa Consulting & Analytics, India and South Asia",Visa,Mumbai,India,"Mumbai, India","Machine Learning,Python,Tensorflow,PyTorch,Generative AI,Hadoop,Cloud,Data Mining,Scikit-learn,AWS,GCP,Azure,SCALA,R,Data Science,Data Engineer,Big Data,Computer Science,Statistics,Mathematics",Full Time,,0,0,2025-07-11T22:15:38.029Z,True
Senior Data Scientist – Operations Research (m/f/d) ,SIXT,Munich,Germany,"Munich, Germany","Machine Learning,Python,Time Series,Git,Data Science,Data Engineer,Data Analysis,Forecasting,Security,Product Management,Deployment,Operations Research,Quantitative,UX,Gaming,Statistics",Full Time,,0,0,2025-07-11T22:15:31.958Z,True
Meewerkstage Data Transformatie,KPN,Amsterdam,Netherlands,"Amsterdam, Netherlands","Rest,Data Science",Stagiair,€600 monthly.,7200,7200,2025-07-11T22:15:28.916Z,True
Data Director,AJ Bell,,UK,", UK","Python,SQL,Cloud,AWS,GCP,Azure,Data Science,Data Engineer,Big Data,Data Infrastructure,Data Governance,Security,Product Development,Transformation,Storage,SnowFlake",Full Time,,0,0,2025-07-11T22:14:33.731Z,True
Data Science Engineer,Bosch Group,Bangalore,India,"Bangalore, India","Machine Learning,Testing,Frontend,Python,SQL,NLP,LLMs,Generative AI,Hadoop,Pandas,Fine Tuning,Agile,Azure,Git,Tableau,Data Science,Deep Learning,NumPy,PySpark,Research,Deployment,Transformation,Statistics,Mathematics,Power BI",Full Time,,0,0,2025-07-11T22:14:30.39Z,True
Consultant(e) Data & IA Advisory,Sia,Paris,France,"Paris, France","Data Science,Product Management,Transformation",Temporary,,0,0,2025-07-11T22:14:20.995Z,True
Data Scientist,SGS,Madrid,Spain,"Madrid, Spain","Machine Learning,Testing,Python,PyTorch,Generative AI,Transformers,C#,Agile,Data Science,Deep Learning,Data Analysis,Neural networks,Anomaly Detection,CNNS,Research,Computer Science,Deployment,Product Development,Statistics",Full Time,,0,0,2025-07-11T22:13:53.66Z,True
Data Scientist,SGS,,Poland,", Poland","Machine Learning,Testing,Python,PyTorch,Generative AI,Transformers,C#,Agile,Data Science,Deep Learning,Data Analysis,Neural networks,Anomaly Detection,CNNS,Research,Computer Science,Deployment,Product Development,Statistics",Full Time,,0,0,2025-07-11T22:13:50.646Z,True
Data Scientist,SGS,,Romania,", Romania","Machine Learning,Testing,Python,PyTorch,Generative AI,Transformers,C#,Agile,Data Science,Deep Learning,Data Analysis,Neural networks,Anomaly Detection,CNNS,Research,Computer Science,Deployment,Product Development,Statistics",Full Time,,0,0,2025-07-11T22:13:47.612Z,True
Lead Data Scientist - Media Mix Modelling (MMM),Blend360,Hyderabad,India,"Hyderabad, India","Machine Learning,Python,SQL,Cloud,AWS,GCP,Azure,Tableau,Data Science,Data Engineer,Data Analysis,Quantitative,Statistics,Mathematics,Flow,Power BI",Full Time,,0,0,2025-07-11T22:13:29.424Z,True
Engagement Manager - Data Analytics (P&C Insurance)_REF61331U_Brisbane,WNS Global Services,,Australia,", Australia","Machine Learning,Python,SQL,Agile,AWS,Tableau,Objective-C,Scrum,Data Science,Data Engineer,Transformation,Product Design,SME,Project Management",Full Time,,0,0,2025-07-11T22:13:23.36Z,True
Senior Data Engineer,Endava,Bogota,Colombia,"Bogota, Colombia","Machine Learning,Python,SQL,Hadoop,Cloud,Scripting,AWS,Kafka,S3,Data Science,Data Engineer,Big Data,Data Infrastructure,Architecture,Security,Automation,Deployment,Transformation,Flow,Servers,RedShift,BigQuery,DynamoDB,Lambda",Full Time,,0,0,2025-07-11T22:13:08.288Z,True
Program Manager – Data Center Construction & Analytics,Turner & Townsend,"New York, NY",USA,"New York, NY, USA","Python,SQL,Cloud,AWS,Tableau,Data Science,DataBricks,Jira,Power BI,Looker,BigQuery",Full Time,$130K-$160K annually.,130000,160000,2025-07-11T22:12:53.962Z,True
Consultant- Data Analyst,Sia,"New York, NY",USA,"New York, NY, USA","Machine Learning,Testing,Python,Generative AI,ML Ops,Cloud,Pandas,Scikit-learn,API,AWS,GCP,Azure,Git,PostGres,GitHub,Kafka,Tableau,GitLab,Data Science,Deep Learning,Data Analysis,Computer Vision,Data Governance,Forecasting,NumPy,Decision Trees,Research,IOS,Computer Science,Product Management,Deployment,Transformation,Quantitative,SnowFlake,Statistics,Mathematics,Airflow,Power BI,Oracle,SQL Server,RedShift,Looker",Full Time,"$88,000-$108,000 annually",88000,108000,2025-07-11T22:12:35.011Z,True
Consultant- Data Analyst,Sia,"Charlotte, NC",USA,"Charlotte, NC, USA","Machine Learning,Testing,Python,Generative AI,ML Ops,Cloud,Pandas,Scikit-learn,API,AWS,GCP,Azure,Git,PostGres,GitHub,Kafka,Tableau,GitLab,Data Science,Deep Learning,Data Analysis,Computer Vision,Data Governance,Forecasting,NumPy,Decision Trees,Research,IOS,Computer Science,Product Management,Deployment,Transformation,Quantitative,SnowFlake,Statistics,Mathematics,Airflow,Power BI,Oracle,SQL Server,RedShift,Looker",Full Time,"$79,000-$97,000 annually.",79000,97000,2025-07-11T22:12:29.647Z,True
"Director, Data Engineering & Analytics",NBCUniversal,"Orlando, FL",USA,"Orlando, FL, USA","Machine Learning,SQL,Cloud,JavaScript,Agile,API,Rest,Apache,Vue.js,Angular,React,Data Science,Data Engineer,Big Data,Database,Data Architect,Data Infrastructure,Data Governance,Forecasting,IOS,AD,Computer Science,Architecture,Security,Product Management,Deployment,SAAS,Reliability,Microservices,Elasticsearch,Airflow",Full Time,,0,0,2025-07-11T22:12:13.779Z,True
Microbiology Data Review- Entry Level,Eurofins,"Lancaster, CA",USA,"Lancaster, CA, USA","Testing,Data Science,Research,Computer Science",Full Time,,0,0,2025-07-11T22:11:40.551Z,True
"Senior Data Scientist, Media Group Decision Sciences",NBCUniversal,"New York, NY",USA,"New York, NY, USA","Machine Learning,Python,SQL,Cloud,GCP,Tableau,Data Science,DataBricks,PySpark,Data Exploration,IOS,AD,Computer Science,Quantitative,Statistics,Mathematics,Airflow,BigQuery",Full Time,"$120,000-$150,000 annually.",120000,150000,2025-07-11T22:11:35.026Z,True
Senior Manager of Data Engineering - Databricks,Blend360,"Columbia, MO",USA,"Columbia, MO, USA","Python,SQL,Cloud,Agile,AWS,GCP,Azure,Data Science,Data Engineer,Data Architect,Data Infrastructure,Data Governance,DataBricks,Computer Science,Architecture",Full Time,,0,0,2025-07-11T22:11:05.739Z,True
Junior Data Scientist,NielsenIQ,Cotia,Brazil,"Cotia, Brazil","Machine Learning,Python,SQL,Hadoop,Cloud,Time Series,Agile,GitHub,Data Science,Neural networks,PySpark,Clustering,Scipy,Computer Science,Automation,Product Development,Statistics,Mathematics",Full Time,,0,0,2025-07-11T22:11:02.482Z,True
Senior Data Engineer ,Adtalem Global Education,,USA,", USA","Python,SQL,Cloud,Agile,API,CICD,Rest,GCP,Kafka,Data Science,Data Engineer,Data Governance,Computer Science,Reliability,Airflow,BigQuery",Full Time,"$85,000-$150,000 annually",85000,150000,2025-07-11T22:10:59.414Z,True
Data Architect ,Cielo,"Wauwatosa, WI",USA,"Wauwatosa, WI, USA","SQL,Cloud,Tableau,Data Science,Data Architect",Full Time,"$90,000-$130,000 annually",90000,130000,2025-07-11T22:10:53.303Z,True
Python Software Engineer (AI Developer) / 1,Inetum,Warsaw,Poland,"Warsaw, Poland","Machine Learning,Testing,Python,NLP,Generative AI,ML Ops,Cloud,Prompt Engineering,API,CICD,Kubernetes,Azure,Devops,Data Science,Data Governance,NLU,Computer Science,Infrastructure,Transformation,Microservices,SalesForce",Full Time,,0,0,2025-07-11T22:10:03.906Z,True
Senior Python Software Engineer (Senior AI Developer),Inetum,Warsaw,Poland,"Warsaw, Poland","Machine Learning,Testing,Backend,Python,NLP,LLMs,Generative AI,ML Ops,Cloud,Prompt Engineering,Embeddings,Vector Database,Langchain,API,CICD,Kubernetes,Azure,Devops,Data Science,NLU,RAG,Computer Science,Infrastructure,Automation,Transformation,Microservices,SalesForce",Full Time,,0,0,2025-07-11T22:09:57.732Z,True
Senior Software Engineer - Java & C++,Experian,Sofia,Bulgaria,"Sofia, Bulgaria","Full Stack,Java,C++,Agile,CICD,AWS,Kubernetes,Scrum,React,Explainable Ai,Data Science,Computer Science,Automation,Product Development,Transformation,Code Reviews",Full Time,,0,0,2025-07-11T22:04:43.436Z,True
